city_a,city_b,country_a,country_b,iana_a,iana_b,overlap_jan_minutes,overlap_jul_minutes
Hanoi,Quito,Vietnam,Ecuador,Asia/Ho_Chi_Minh,America/Guayaquil,0,0
Hanoi,Riga,Vietnam,Latvia,Asia/Ho_Chi_Minh,Europe/Riga,180,240
Hanoi,Rio de Janeiro,Vietnam,Brazil,Asia/Ho_Chi_Minh,America/Sao_Paulo,0,0
Hanoi,Riyadh,Vietnam,Saudi Arabia,Asia/Ho_Chi_Minh,Asia/Riyadh,240,240
Hanoi,Rome,Vietnam,Italy,Asia/Ho_Chi_Minh,Europe/Rome,120,180
Hanoi,Rotterdam,Vietnam,Netherlands,Asia/Ho_Chi_Minh,Europe/Amsterdam,120,180
Hanoi,San Diego,Vietnam,US,Asia/Ho_Chi_Minh,America/Los_Angeles,0,0
Hanoi,San Francisco,Vietnam,US,Asia/Ho_Chi_Minh,America/Los_Angeles,0,0
Hanoi,San Jose (CA),Vietnam,US,Asia/Ho_Chi_Minh,America/Los_Angeles,0,0
Hanoi,San José (Costa Rica),Vietnam,Costa Rica,Asia/Ho_Chi_Minh,America/Costa_Rica,0,0
Hanoi,San Salvador,Vietnam,El Salvador,Asia/Ho_Chi_Minh,America/El_Salvador,0,0
Hanoi,Santiago,Vietnam,Chile,Asia/Ho_Chi_Minh,America/Santiago,0,0
Hanoi,Santo Domingo,Vietnam,Dominican Republic,Asia/Ho_Chi_Minh,America/Santo_Domingo,0,0
Hanoi,Sao Paulo,Vietnam,Brazil,Asia/Ho_Chi_Minh,America/Sao_Paulo,0,0
Hanoi,Seattle,Vietnam,US,Asia/Ho_Chi_Minh,America/Los_Angeles,0,0
Hanoi,Seoul,Vietnam,South Korea,Asia/Ho_Chi_Minh,Asia/Seoul,360,360
Hanoi,Shanghai,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Shenyang,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Shenzhen,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Singapore,Vietnam,Singapore,Asia/Ho_Chi_Minh,Asia/Singapore,420,420
Hanoi,Sofia,Vietnam,Bulgaria,Asia/Ho_Chi_Minh,Europe/Sofia,180,240
Hanoi,St Louis,Vietnam,US,Asia/Ho_Chi_Minh,America/Chicago,0,0
Hanoi,St. John's,Vietnam,Canada,Asia/Ho_Chi_Minh,America/St_Johns,0,0
Hanoi,Stockholm,Vietnam,Sweden,Asia/Ho_Chi_Minh,Europe/Stockholm,120,180
Hanoi,Stuttgart,Vietnam,Germany,Asia/Ho_Chi_Minh,Europe/Berlin,120,180
Hanoi,Surabaya,Vietnam,Indonesia,Asia/Ho_Chi_Minh,Asia/Jakarta,480,480
Hanoi,Suva,Vietnam,Fiji,Asia/Ho_Chi_Minh,Pacific/Fiji,180,180
Hanoi,Suzhou,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Sydney,Vietnam,Australia,Asia/Ho_Chi_Minh,Australia/Sydney,240,300
Hanoi,Taipei,Vietnam,Taiwan,Asia/Ho_Chi_Minh,Asia/Taipei,420,420
Hanoi,Taiyuan,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Tampa,Vietnam,US,Asia/Ho_Chi_Minh,America/New_York,0,0
Hanoi,Tbilisi,Vietnam,Georgia,Asia/Ho_Chi_Minh,Asia/Tbilisi,300,300
Hanoi,Tegucigalpa,Vietnam,Honduras,Asia/Ho_Chi_Minh,America/Tegucigalpa,0,0
Hanoi,Tehran,Vietnam,Iran,Asia/Ho_Chi_Minh,Asia/Tehran,270,270
Hanoi,Tel Aviv,Vietnam,Israel,Asia/Ho_Chi_Minh,Asia/Jerusalem,180,240
Hanoi,Tianjin,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Tirana,Vietnam,Albania,Asia/Ho_Chi_Minh,Europe/Tirane,120,180
Hanoi,Tokyo,Vietnam,Japan,Asia/Ho_Chi_Minh,Asia/Tokyo,360,360
Hanoi,Toronto,Vietnam,Canada,Asia/Ho_Chi_Minh,America/Toronto,0,0
Hanoi,Tunis,Vietnam,Tunisia,Asia/Ho_Chi_Minh,Africa/Tunis,120,120
Hanoi,Turin,Vietnam,Italy,Asia/Ho_Chi_Minh,Europe/Rome,120,180
Hanoi,Valencia,Vietnam,Spain,Asia/Ho_Chi_Minh,Europe/Madrid,120,180
Hanoi,Vancouver,Vietnam,Canada,Asia/Ho_Chi_Minh,America/Vancouver,0,0
Hanoi,Vienna,Vietnam,Austria,Asia/Ho_Chi_Minh,Europe/Vienna,120,180
Hanoi,Warsaw,Vietnam,Poland,Asia/Ho_Chi_Minh,Europe/Warsaw,120,180
Hanoi,Washington DC,Vietnam,US,Asia/Ho_Chi_Minh,America/New_York,0,0
Hanoi,Wellington,Vietnam,New Zealand,Asia/Ho_Chi_Minh,Pacific/Auckland,120,180
Hanoi,Wroclaw,Vietnam,Poland,Asia/Ho_Chi_Minh,Europe/Warsaw,120,180
Hanoi,Wuhan,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Xiamen,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Xian,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Yangon,Vietnam,Myanmar,Asia/Ho_Chi_Minh,Asia/Yangon,450,450
Hanoi,Yuzhno-Sakhalinsk,Vietnam,Russia,Asia/Ho_Chi_Minh,Asia/Sakhalin,240,240
Hanoi,Zagreb,Vietnam,Croatia,Asia/Ho_Chi_Minh,Europe/Zagreb,120,180
Hanoi,Zhengzhou,Vietnam,China,Asia/Ho_Chi_Minh,Asia/Shanghai,420,420
Hanoi,Zurich,Vietnam,Switzerland,Asia/Ho_Chi_Minh,Europe/Zurich,120,180
Harbin,Hefei,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Helsinki,China,Finland,Asia/Shanghai,Europe/Helsinki,120,180
Harbin,Ho Chi Minh City,China,Vietnam,Asia/Shanghai,Asia/Ho_Chi_Minh,420,420
Harbin,Hong Kong,China,China,Asia/Shanghai,Asia/Hong_Kong,480,480
Harbin,Honolulu,China,US,Asia/Shanghai,Pacific/Honolulu,120,120
Harbin,Houston,China,US,Asia/Shanghai,America/Chicago,0,0
Harbin,Hyderabad,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Harbin,Islamabad,China,Pakistan,Asia/Shanghai,Asia/Karachi,300,300
Harbin,Istanbul,China,Turkey,Asia/Shanghai,Europe/Istanbul,180,180
Harbin,Jakarta,China,Indonesia,Asia/Shanghai,Asia/Jakarta,420,420
Harbin,Jeddah,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Harbin,Jinan,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Johannesburg,China,South Africa,Asia/Shanghai,Africa/Johannesburg,120,120
Harbin,Kabul,China,Afghanistan,Asia/Shanghai,Asia/Kabul,270,270
Harbin,Kampala,China,Uganda,Asia/Shanghai,Africa/Kampala,180,180
Harbin,Karachi,China,Pakistan,Asia/Shanghai,Asia/Karachi,300,300
Harbin,Kathmandu,China,Nepal,Asia/Shanghai,Asia/Kathmandu,345,345
Harbin,Katowice,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Harbin,Kolkata,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Harbin,Krakow,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Harbin,Kuala Lumpur,China,Malaysia,Asia/Shanghai,Asia/Kuala_Lumpur,480,480
Harbin,Kunming,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Kuwait City,China,Kuwait,Asia/Shanghai,Asia/Kuwait,180,180
Harbin,Kyiv,China,Ukraine,Asia/Shanghai,Europe/Kyiv,120,180
Harbin,Kyoto,China,Japan,Asia/Shanghai,Asia/Tokyo,420,420
Harbin,Labuan,China,Malaysia,Asia/Shanghai,Asia/Kuching,480,480
Harbin,Lagos,China,Nigeria,Asia/Shanghai,Africa/Lagos,60,60
Harbin,Lahore,China,Pakistan,Asia/Shanghai,Asia/Karachi,300,300
Harbin,Lima,China,Peru,Asia/Shanghai,America/Lima,0,0
Harbin,Lisbon,China,Portugal,Asia/Shanghai,Europe/Lisbon,0,60
Harbin,Ljubljana,China,Slovenia,Asia/Shanghai,Europe/Ljubljana,60,120
Harbin,London,China,UK,Asia/Shanghai,Europe/London,0,60
Harbin,Los Angeles,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Harbin,Luxembourg,China,Luxembourg,Asia/Shanghai,Europe/Luxembourg,60,120
Harbin,Lviv,China,Ukraine,Asia/Shanghai,Europe/Kyiv,120,180
Harbin,Lyon,China,France,Asia/Shanghai,Europe/Paris,60,120
Harbin,Macau,China,China,Asia/Shanghai,Asia/Macau,480,480
Harbin,Madrid,China,Spain,Asia/Shanghai,Europe/Madrid,60,120
Harbin,Managua,China,Nicaragua,Asia/Shanghai,America/Managua,0,0
Harbin,Manama,China,Bahrain,Asia/Shanghai,Asia/Bahrain,180,180
Harbin,Manchester,China,UK,Asia/Shanghai,Europe/London,0,60
Harbin,Manila,China,Philippines,Asia/Shanghai,Asia/Manila,480,480
Harbin,Marseille,China,France,Asia/Shanghai,Europe/Paris,60,120
Harbin,Mecca,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Harbin,Medellin,China,Colombia,Asia/Shanghai,America/Bogota,0,0
Harbin,Medina,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Harbin,Melbourne,China,Australia,Asia/Shanghai,Australia/Melbourne,300,360
Harbin,Mexico City,China,Mexico,Asia/Shanghai,America/Mexico_City,0,0
Harbin,Miami,China,US,Asia/Shanghai,America/New_York,0,0
Harbin,Milan,China,Italy,Asia/Shanghai,Europe/Rome,60,120
Harbin,Minneapolis,China,US,Asia/Shanghai,America/Chicago,0,0
Harbin,Monterrey,China,Mexico,Asia/Shanghai,America/Monterrey,0,0
Harbin,Montevideo,China,Uruguay,Asia/Shanghai,America/Montevideo,0,0
Harbin,Montreal,China,Canada,Asia/Shanghai,America/Toronto,0,0
Harbin,Mumbai,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Harbin,Munich,China,Germany,Asia/Shanghai,Europe/Berlin,60,120
Harbin,Muscat,China,Oman,Asia/Shanghai,Asia/Muscat,240,240
Harbin,Nairobi,China,Kenya,Asia/Shanghai,Africa/Nairobi,180,180
Harbin,Nanchang,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Nanjing,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Nashville,China,US,Asia/Shanghai,America/Chicago,0,0
Harbin,New Delhi,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Harbin,New York,China,US,Asia/Shanghai,America/New_York,0,0
Harbin,Nicosia,China,Cyprus,Asia/Shanghai,Asia/Nicosia,120,180
Harbin,Ningbo,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Orlando,China,US,Asia/Shanghai,America/New_York,0,0
Harbin,Osaka,China,Japan,Asia/Shanghai,Asia/Tokyo,420,420
Harbin,Oslo,China,Norway,Asia/Shanghai,Europe/Oslo,60,120
Harbin,Panama City,China,Panama,Asia/Shanghai,America/Panama,0,0
Harbin,Paris,China,France,Asia/Shanghai,Europe/Paris,60,120
Harbin,Penang,China,Malaysia,Asia/Shanghai,Asia/Kuala_Lumpur,480,480
Harbin,Perth,China,Australia,Asia/Shanghai,Australia/Perth,480,480
Harbin,Philadelphia,China,US,Asia/Shanghai,America/New_York,0,0
Harbin,Phnom Penh,China,Cambodia,Asia/Shanghai,Asia/Phnom_Penh,420,420
Harbin,Phoenix,China,US,Asia/Shanghai,America/Phoenix,0,0
Harbin,Pittsburgh,China,US,Asia/Shanghai,America/New_York,0,0
Harbin,Ponta Delgada,China,Portugal (Azores),Asia/Shanghai,Atlantic/Azores,0,0
Harbin,Port Louis,China,Mauritius,Asia/Shanghai,Indian/Mauritius,240,240
Harbin,Porto,China,Portugal,Asia/Shanghai,Europe/Lisbon,0,60
Harbin,Poznan,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Harbin,Prague,China,Czechia,Asia/Shanghai,Europe/Prague,60,120
Harbin,Praia,China,Cape Verde,Asia/Shanghai,Atlantic/Cape_Verde,0,0
Harbin,Pune,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Harbin,Qingdao,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Quito,China,Ecuador,Asia/Shanghai,America/Guayaquil,0,0
Harbin,Riga,China,Latvia,Asia/Shanghai,Europe/Riga,120,180
Harbin,Rio de Janeiro,China,Brazil,Asia/Shanghai,America/Sao_Paulo,0,0
Harbin,Riyadh,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Harbin,Rome,China,Italy,Asia/Shanghai,Europe/Rome,60,120
Harbin,Rotterdam,China,Netherlands,Asia/Shanghai,Europe/Amsterdam,60,120
Harbin,San Diego,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Harbin,San Francisco,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Harbin,San Jose (CA),China,US,Asia/Shanghai,America/Los_Angeles,0,0
Harbin,San José (Costa Rica),China,Costa Rica,Asia/Shanghai,America/Costa_Rica,0,0
Harbin,San Salvador,China,El Salvador,Asia/Shanghai,America/El_Salvador,0,0
Harbin,Santiago,China,Chile,Asia/Shanghai,America/Santiago,0,0
Harbin,Santo Domingo,China,Dominican Republic,Asia/Shanghai,America/Santo_Domingo,0,0
Harbin,Sao Paulo,China,Brazil,Asia/Shanghai,America/Sao_Paulo,0,0
Harbin,Seattle,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Harbin,Seoul,China,South Korea,Asia/Shanghai,Asia/Seoul,420,420
Harbin,Shanghai,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Shenyang,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Shenzhen,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Singapore,China,Singapore,Asia/Shanghai,Asia/Singapore,480,480
Harbin,Sofia,China,Bulgaria,Asia/Shanghai,Europe/Sofia,120,180
Harbin,St Louis,China,US,Asia/Shanghai,America/Chicago,0,0
Harbin,St. John's,China,Canada,Asia/Shanghai,America/St_Johns,0,0
Harbin,Stockholm,China,Sweden,Asia/Shanghai,Europe/Stockholm,60,120
Harbin,Stuttgart,China,Germany,Asia/Shanghai,Europe/Berlin,60,120
Harbin,Surabaya,China,Indonesia,Asia/Shanghai,Asia/Jakarta,420,420
Harbin,Suva,China,Fiji,Asia/Shanghai,Pacific/Fiji,240,240
Harbin,Suzhou,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Sydney,China,Australia,Asia/Shanghai,Australia/Sydney,300,360
Harbin,Taipei,China,Taiwan,Asia/Shanghai,Asia/Taipei,480,480
Harbin,Taiyuan,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Tampa,China,US,Asia/Shanghai,America/New_York,0,0
Harbin,Tbilisi,China,Georgia,Asia/Shanghai,Asia/Tbilisi,240,240
Harbin,Tegucigalpa,China,Honduras,Asia/Shanghai,America/Tegucigalpa,0,0
Harbin,Tehran,China,Iran,Asia/Shanghai,Asia/Tehran,210,210
Harbin,Tel Aviv,China,Israel,Asia/Shanghai,Asia/Jerusalem,120,180
Harbin,Tianjin,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Tirana,China,Albania,Asia/Shanghai,Europe/Tirane,60,120
Harbin,Tokyo,China,Japan,Asia/Shanghai,Asia/Tokyo,420,420
Harbin,Toronto,China,Canada,Asia/Shanghai,America/Toronto,0,0
Harbin,Tunis,China,Tunisia,Asia/Shanghai,Africa/Tunis,60,60
Harbin,Turin,China,Italy,Asia/Shanghai,Europe/Rome,60,120
Harbin,Valencia,China,Spain,Asia/Shanghai,Europe/Madrid,60,120
Harbin,Vancouver,China,Canada,Asia/Shanghai,America/Vancouver,0,0
Harbin,Vienna,China,Austria,Asia/Shanghai,Europe/Vienna,60,120
Harbin,Warsaw,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Harbin,Washington DC,China,US,Asia/Shanghai,America/New_York,0,0
Harbin,Wellington,China,New Zealand,Asia/Shanghai,Pacific/Auckland,180,240
Harbin,Wroclaw,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Harbin,Wuhan,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Xiamen,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Xian,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Yangon,China,Myanmar,Asia/Shanghai,Asia/Yangon,390,390
Harbin,Yuzhno-Sakhalinsk,China,Russia,Asia/Shanghai,Asia/Sakhalin,300,300
Harbin,Zagreb,China,Croatia,Asia/Shanghai,Europe/Zagreb,60,120
Harbin,Zhengzhou,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Harbin,Zurich,China,Switzerland,Asia/Shanghai,Europe/Zurich,60,120
Hefei,Helsinki,China,Finland,Asia/Shanghai,Europe/Helsinki,120,180
Hefei,Ho Chi Minh City,China,Vietnam,Asia/Shanghai,Asia/Ho_Chi_Minh,420,420
Hefei,Hong Kong,China,China,Asia/Shanghai,Asia/Hong_Kong,480,480
Hefei,Honolulu,China,US,Asia/Shanghai,Pacific/Honolulu,120,120
Hefei,Houston,China,US,Asia/Shanghai,America/Chicago,0,0
Hefei,Hyderabad,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Hefei,Islamabad,China,Pakistan,Asia/Shanghai,Asia/Karachi,300,300
Hefei,Istanbul,China,Turkey,Asia/Shanghai,Europe/Istanbul,180,180
Hefei,Jakarta,China,Indonesia,Asia/Shanghai,Asia/Jakarta,420,420
Hefei,Jeddah,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Hefei,Jinan,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Johannesburg,China,South Africa,Asia/Shanghai,Africa/Johannesburg,120,120
Hefei,Kabul,China,Afghanistan,Asia/Shanghai,Asia/Kabul,270,270
Hefei,Kampala,China,Uganda,Asia/Shanghai,Africa/Kampala,180,180
Hefei,Karachi,China,Pakistan,Asia/Shanghai,Asia/Karachi,300,300
Hefei,Kathmandu,China,Nepal,Asia/Shanghai,Asia/Kathmandu,345,345
Hefei,Katowice,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Hefei,Kolkata,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Hefei,Krakow,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Hefei,Kuala Lumpur,China,Malaysia,Asia/Shanghai,Asia/Kuala_Lumpur,480,480
Hefei,Kunming,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Kuwait City,China,Kuwait,Asia/Shanghai,Asia/Kuwait,180,180
Hefei,Kyiv,China,Ukraine,Asia/Shanghai,Europe/Kyiv,120,180
Hefei,Kyoto,China,Japan,Asia/Shanghai,Asia/Tokyo,420,420
Hefei,Labuan,China,Malaysia,Asia/Shanghai,Asia/Kuching,480,480
Hefei,Lagos,China,Nigeria,Asia/Shanghai,Africa/Lagos,60,60
Hefei,Lahore,China,Pakistan,Asia/Shanghai,Asia/Karachi,300,300
Hefei,Lima,China,Peru,Asia/Shanghai,America/Lima,0,0
Hefei,Lisbon,China,Portugal,Asia/Shanghai,Europe/Lisbon,0,60
Hefei,Ljubljana,China,Slovenia,Asia/Shanghai,Europe/Ljubljana,60,120
Hefei,London,China,UK,Asia/Shanghai,Europe/London,0,60
Hefei,Los Angeles,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Hefei,Luxembourg,China,Luxembourg,Asia/Shanghai,Europe/Luxembourg,60,120
Hefei,Lviv,China,Ukraine,Asia/Shanghai,Europe/Kyiv,120,180
Hefei,Lyon,China,France,Asia/Shanghai,Europe/Paris,60,120
Hefei,Macau,China,China,Asia/Shanghai,Asia/Macau,480,480
Hefei,Madrid,China,Spain,Asia/Shanghai,Europe/Madrid,60,120
Hefei,Managua,China,Nicaragua,Asia/Shanghai,America/Managua,0,0
Hefei,Manama,China,Bahrain,Asia/Shanghai,Asia/Bahrain,180,180
Hefei,Manchester,China,UK,Asia/Shanghai,Europe/London,0,60
Hefei,Manila,China,Philippines,Asia/Shanghai,Asia/Manila,480,480
Hefei,Marseille,China,France,Asia/Shanghai,Europe/Paris,60,120
Hefei,Mecca,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Hefei,Medellin,China,Colombia,Asia/Shanghai,America/Bogota,0,0
Hefei,Medina,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Hefei,Melbourne,China,Australia,Asia/Shanghai,Australia/Melbourne,300,360
Hefei,Mexico City,China,Mexico,Asia/Shanghai,America/Mexico_City,0,0
Hefei,Miami,China,US,Asia/Shanghai,America/New_York,0,0
Hefei,Milan,China,Italy,Asia/Shanghai,Europe/Rome,60,120
Hefei,Minneapolis,China,US,Asia/Shanghai,America/Chicago,0,0
Hefei,Monterrey,China,Mexico,Asia/Shanghai,America/Monterrey,0,0
Hefei,Montevideo,China,Uruguay,Asia/Shanghai,America/Montevideo,0,0
Hefei,Montreal,China,Canada,Asia/Shanghai,America/Toronto,0,0
Hefei,Mumbai,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Hefei,Munich,China,Germany,Asia/Shanghai,Europe/Berlin,60,120
Hefei,Muscat,China,Oman,Asia/Shanghai,Asia/Muscat,240,240
Hefei,Nairobi,China,Kenya,Asia/Shanghai,Africa/Nairobi,180,180
Hefei,Nanchang,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Nanjing,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Nashville,China,US,Asia/Shanghai,America/Chicago,0,0
Hefei,New Delhi,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Hefei,New York,China,US,Asia/Shanghai,America/New_York,0,0
Hefei,Nicosia,China,Cyprus,Asia/Shanghai,Asia/Nicosia,120,180
Hefei,Ningbo,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Orlando,China,US,Asia/Shanghai,America/New_York,0,0
Hefei,Osaka,China,Japan,Asia/Shanghai,Asia/Tokyo,420,420
Hefei,Oslo,China,Norway,Asia/Shanghai,Europe/Oslo,60,120
Hefei,Panama City,China,Panama,Asia/Shanghai,America/Panama,0,0
Hefei,Paris,China,France,Asia/Shanghai,Europe/Paris,60,120
Hefei,Penang,China,Malaysia,Asia/Shanghai,Asia/Kuala_Lumpur,480,480
Hefei,Perth,China,Australia,Asia/Shanghai,Australia/Perth,480,480
Hefei,Philadelphia,China,US,Asia/Shanghai,America/New_York,0,0
Hefei,Phnom Penh,China,Cambodia,Asia/Shanghai,Asia/Phnom_Penh,420,420
Hefei,Phoenix,China,US,Asia/Shanghai,America/Phoenix,0,0
Hefei,Pittsburgh,China,US,Asia/Shanghai,America/New_York,0,0
Hefei,Ponta Delgada,China,Portugal (Azores),Asia/Shanghai,Atlantic/Azores,0,0
Hefei,Port Louis,China,Mauritius,Asia/Shanghai,Indian/Mauritius,240,240
Hefei,Porto,China,Portugal,Asia/Shanghai,Europe/Lisbon,0,60
Hefei,Poznan,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Hefei,Prague,China,Czechia,Asia/Shanghai,Europe/Prague,60,120
Hefei,Praia,China,Cape Verde,Asia/Shanghai,Atlantic/Cape_Verde,0,0
Hefei,Pune,China,India,Asia/Shanghai,Asia/Kolkata,330,330
Hefei,Qingdao,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Quito,China,Ecuador,Asia/Shanghai,America/Guayaquil,0,0
Hefei,Riga,China,Latvia,Asia/Shanghai,Europe/Riga,120,180
Hefei,Rio de Janeiro,China,Brazil,Asia/Shanghai,America/Sao_Paulo,0,0
Hefei,Riyadh,China,Saudi Arabia,Asia/Shanghai,Asia/Riyadh,180,180
Hefei,Rome,China,Italy,Asia/Shanghai,Europe/Rome,60,120
Hefei,Rotterdam,China,Netherlands,Asia/Shanghai,Europe/Amsterdam,60,120
Hefei,San Diego,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Hefei,San Francisco,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Hefei,San Jose (CA),China,US,Asia/Shanghai,America/Los_Angeles,0,0
Hefei,San José (Costa Rica),China,Costa Rica,Asia/Shanghai,America/Costa_Rica,0,0
Hefei,San Salvador,China,El Salvador,Asia/Shanghai,America/El_Salvador,0,0
Hefei,Santiago,China,Chile,Asia/Shanghai,America/Santiago,0,0
Hefei,Santo Domingo,China,Dominican Republic,Asia/Shanghai,America/Santo_Domingo,0,0
Hefei,Sao Paulo,China,Brazil,Asia/Shanghai,America/Sao_Paulo,0,0
Hefei,Seattle,China,US,Asia/Shanghai,America/Los_Angeles,0,0
Hefei,Seoul,China,South Korea,Asia/Shanghai,Asia/Seoul,420,420
Hefei,Shanghai,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Shenyang,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Shenzhen,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Singapore,China,Singapore,Asia/Shanghai,Asia/Singapore,480,480
Hefei,Sofia,China,Bulgaria,Asia/Shanghai,Europe/Sofia,120,180
Hefei,St Louis,China,US,Asia/Shanghai,America/Chicago,0,0
Hefei,St. John's,China,Canada,Asia/Shanghai,America/St_Johns,0,0
Hefei,Stockholm,China,Sweden,Asia/Shanghai,Europe/Stockholm,60,120
Hefei,Stuttgart,China,Germany,Asia/Shanghai,Europe/Berlin,60,120
Hefei,Surabaya,China,Indonesia,Asia/Shanghai,Asia/Jakarta,420,420
Hefei,Suva,China,Fiji,Asia/Shanghai,Pacific/Fiji,240,240
Hefei,Suzhou,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Sydney,China,Australia,Asia/Shanghai,Australia/Sydney,300,360
Hefei,Taipei,China,Taiwan,Asia/Shanghai,Asia/Taipei,480,480
Hefei,Taiyuan,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Tampa,China,US,Asia/Shanghai,America/New_York,0,0
Hefei,Tbilisi,China,Georgia,Asia/Shanghai,Asia/Tbilisi,240,240
Hefei,Tegucigalpa,China,Honduras,Asia/Shanghai,America/Tegucigalpa,0,0
Hefei,Tehran,China,Iran,Asia/Shanghai,Asia/Tehran,210,210
Hefei,Tel Aviv,China,Israel,Asia/Shanghai,Asia/Jerusalem,120,180
Hefei,Tianjin,China,China,Asia/Shanghai,Asia/Shanghai,480,480
Hefei,Tirana,China,Albania,Asia/Shanghai,Europe/Tirane,60,120
Hefei,Tokyo,China,Japan,Asia/Shanghai,Asia/Tokyo,420,420
Hefei,Toronto,China,Canada,Asia/Shanghai,America/Toronto,0,0
Hefei,Tunis,China,Tunisia,Asia/Shanghai,Africa/Tunis,60,60
Hefei,Turin,China,Italy,Asia/Shanghai,Europe/Rome,60,120
Hefei,Valencia,China,Spain,Asia/Shanghai,Europe/Madrid,60,120
Hefei,Vancouver,China,Canada,Asia/Shanghai,America/Vancouver,0,0
Hefei,Vienna,China,Austria,Asia/Shanghai,Europe/Vienna,60,120
Hefei,Warsaw,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
Hefei,Washington DC,China,US,Asia/Shanghai,America/New_York,0,0
Hefei,Wellington,China,New Zealand,Asia/Shanghai,Pacific/Auckland,180,240
Hefei,Wroclaw,China,Poland,Asia/Shanghai,Europe/Warsaw,60,120
